Car_ID,Brand,Model_Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Horsepower,Price
373,Toyota,2006,2.7,Petrol,Automatic,179277,3,4,166,27336.15
374,BMW,2010,1.1,Electric,Automatic,156756,4,4,267,32058.199999999997
375,Honda,2021,2.0,Diesel,Manual,193983,4,2,204,40373.85
376,Toyota,2007,1.1,Electric,Automatic,116573,4,3,216,30732.35
377,Honda,2006,4.5,Petrol,Automatic,18092,4,1,241,54198.4
378,Tesla,2012,2.0,Petrol,Automatic,100918,3,1,132,33548.1
379,Honda,2016,3.2,Electric,Manual,175842,4,4,134,37663.9
380,BMW,2008,1.2,Diesel,Manual,30457,4,3,364,42125.15
381,Tesla,2009,3.7,Electric,Automatic,76667,4,4,280,48318.65
382,Honda,2017,2.3,Diesel,Automatic,95751,4,4,178,38734.45
383,Tesla,2019,4.6,Hybrid,Automatic,67894,3,1,351,65917.3
384,Honda,2020,4.6,Diesel,Manual,66305,4,1,241,62643.75
385,BMW,2014,2.3,Hybrid,Manual,148684,2,3,81,34517.8
386,Honda,2020,4.6,Electric,Manual,173161,2,4,289,56640.95
387,Honda,2016,5.0,Diesel,Automatic,57137,2,2,355,64242.149999999994
388,Honda,2021,4.3,Hybrid,Manual,5559,2,3,241,61540.05
389,Toyota,2020,4.4,Hybrid,Automatic,71249,2,4,305,59519.55
390,Toyota,2016,2.0,Hybrid,Automatic,42361,2,3,235,46913.95
391,Toyota,2012,3.3,Petrol,Manual,85720,3,3,256,49672.0
392,BMW,2007,1.3,Electric,Automatic,20261,2,3,239,34457.95
393,Tesla,2020,1.4,Hybrid,Manual,25372,4,2,121,39066.4
394,Hyundai,2017,5.0,Diesel,Automatic,60355,2,2,388,68727.25
395,Honda,2023,2.3,Hybrid,Automatic,103560,3,1,258,53387.0
396,Honda,2012,4.0,Petrol,Manual,193992,2,1,189,45814.4
397,BMW,2009,4.2,Electric,Automatic,168616,4,4,174,38914.2
398,Honda,2012,4.4,Petrol,Automatic,5037,4,3,231,58735.15
399,Toyota,2016,5.0,Petrol,Automatic,179104,3,4,364,57510.8
400,Hyundai,2005,2.0,Petrol,Automatic,46420,3,1,110,30955.0
401,Ford,2010,1.2,Diesel,Automatic,102243,3,2,234,37226.85
402,Honda,2022,2.6,Electric,Automatic,134380,3,1,390,59036.0
403,Toyota,2012,1.5,Electric,Automatic,39600,2,4,229,36484.0
404,Ford,2011,1.1,Diesel,Automatic,184357,2,1,333,34019.15
405,Hyundai,2005,2.4,Electric,Manual,198080,4,4,87,23636.0
406,Ford,2020,4.1,Petrol,Manual,94520,3,4,242,54962.0
407,Toyota,2016,3.3,Electric,Automatic,10167,3,4,102,47317.65
408,Tesla,2010,2.3,Diesel,Automatic,5432,2,4,330,50660.4
409,Tesla,2006,3.6,Petrol,Manual,74687,3,1,279,46819.65
410,Ford,2018,1.9,Diesel,Automatic,76947,4,4,399,50180.65
411,BMW,2008,1.1,Hybrid,Manual,101324,4,4,233,30034.800000000003
412,Ford,2005,4.1,Petrol,Manual,55903,3,3,74,39774.85
413,Honda,2022,3.5,Petrol,Manual,190221,4,4,103,41326.95
414,Honda,2017,4.0,Electric,Automatic,192840,4,1,349,55364.0
415,Tesla,2006,1.2,Petrol,Automatic,196256,2,4,214,22462.199999999997
416,BMW,2013,4.3,Diesel,Automatic,70792,4,2,140,51222.4
417,Toyota,2006,3.5,Electric,Manual,38439,3,2,299,47315.05
418,Honda,2013,3.3,Hybrid,Manual,169329,3,4,194,42988.55
419,Tesla,2005,3.5,Diesel,Manual,180746,4,2,347,42015.7
420,Hyundai,2015,4.5,Hybrid,Automatic,56248,3,2,340,63017.6
421,Tesla,2007,3.3,Hybrid,Manual,181443,2,1,84,30346.85
422,Honda,2008,3.3,Hybrid,Manual,173369,4,3,311,39977.55
423,Honda,2022,5.0,Petrol,Automatic,190345,4,2,222,59157.75
424,Tesla,2010,4.0,Diesel,Manual,197328,4,2,122,35758.6
425,Toyota,2007,2.8,Diesel,Manual,39743,3,3,218,43239.85
426,Ford,2015,3.8,Petrol,Automatic,84803,3,3,288,52569.85
427,Honda,2019,2.6,Electric,Automatic,80117,4,2,182,48797.15
428,Tesla,2009,1.9,Hybrid,Manual,27076,3,4,357,43488.2
429,Tesla,2014,3.4,Diesel,Automatic,92483,3,2,346,53069.85
430,BMW,2016,4.7,Petrol,Manual,139035,4,4,152,47896.25
431,Ford,2019,4.7,Hybrid,Automatic,124217,4,4,287,59494.15
432,Hyundai,2021,2.4,Electric,Manual,149938,3,4,295,49839.1
433,Toyota,2014,3.1,Electric,Automatic,109504,4,3,339,50391.8
434,Hyundai,2010,1.8,Hybrid,Manual,168377,4,2,84,28035.15
435,Ford,2022,5.0,Electric,Automatic,198475,4,2,359,65206.25
436,Ford,2017,4.9,Diesel,Automatic,110649,4,1,334,67052.55
437,Ford,2007,3.6,Diesel,Automatic,131244,3,3,268,41454.8
438,Hyundai,2014,4.2,Diesel,Automatic,37813,4,1,227,56812.35
439,Ford,2018,3.9,Electric,Automatic,71729,2,1,276,61289.55
440,Tesla,2010,3.4,Diesel,Automatic,196758,4,4,243,39902.1
441,Hyundai,2007,1.2,Petrol,Automatic,9512,2,3,253,37981.4
442,Ford,2020,2.8,Diesel,Manual,158738,4,1,334,54832.1
443,Tesla,2011,3.7,Diesel,Manual,152702,2,2,315,46461.9
444,BMW,2018,3.7,Electric,Automatic,122907,2,1,105,47667.65
445,Ford,2013,2.5,Diesel,Automatic,136708,4,3,328,46935.6
446,Hyundai,2019,4.8,Hybrid,Manual,139847,4,2,88,48434.65
447,Honda,2007,1.7,Petrol,Manual,69591,4,2,92,30942.45
448,Ford,2006,3.0,Electric,Automatic,16351,2,2,173,43754.45
449,Honda,2006,3.8,Petrol,Manual,120400,3,4,310,48267.0
450,Tesla,2007,3.8,Hybrid,Manual,125533,3,2,273,45062.35
451,BMW,2022,3.6,Electric,Automatic,108627,4,4,322,57324.65
452,Toyota,2018,2.1,Electric,Automatic,191256,3,4,211,35705.2
453,BMW,2022,1.6,Diesel,Automatic,133381,3,1,371,54232.95
454,Ford,2014,3.5,Petrol,Manual,100707,4,1,212,50248.65
455,Honda,2006,3.4,Hybrid,Automatic,86678,2,2,340,49146.1
456,Honda,2005,1.7,Hybrid,Automatic,78309,4,3,376,39195.55
457,Hyundai,2008,3.8,Electric,Manual,15778,3,2,179,49446.1
458,Honda,2018,2.8,Diesel,Automatic,148573,2,1,77,42376.35
459,Hyundai,2005,3.7,Electric,Manual,117713,3,2,138,37628.35
460,Tesla,2018,4.3,Electric,Manual,138180,2,1,259,59191.0
461,Toyota,2020,1.7,Electric,Manual,41382,3,2,248,47459.9
462,Ford,2018,1.1,Electric,Manual,80787,4,3,132,34003.65
463,Hyundai,2007,4.1,Hybrid,Manual,28341,3,2,137,46111.95
464,Toyota,2007,3.4,Hybrid,Manual,150439,3,3,275,44597.05
465,Honda,2013,3.8,Electric,Automatic,124967,2,3,75,38805.65
466,Honda,2010,4.4,Electric,Automatic,136066,3,2,188,45032.7
467,Toyota,2017,4.2,Diesel,Automatic,148074,4,3,382,61327.3
468,Honda,2006,4.8,Electric,Manual,90820,4,3,100,42576.0
469,Tesla,2012,3.1,Hybrid,Automatic,64949,4,1,75,41122.55
470,Tesla,2006,3.0,Petrol,Manual,151772,2,1,276,41070.4
471,Toyota,2008,2.6,Hybrid,Automatic,67543,2,3,226,41438.85
472,Hyundai,2019,1.6,Diesel,Manual,165390,3,4,136,31728.5
473,Hyundai,2008,3.3,Hybrid,Automatic,32610,3,2,399,53650.5
474,Toyota,2017,2.1,Petrol,Manual,70226,3,3,358,53040.7
475,Hyundai,2016,4.7,Electric,Automatic,50167,2,2,209,60804.65
476,Hyundai,2017,3.3,Petrol,Manual,164011,2,1,369,55410.45
477,Tesla,2018,3.4,Electric,Automatic,197437,3,2,82,36892.15
478,Hyundai,2022,2.4,Electric,Manual,72381,2,3,221,50761.95
479,BMW,2010,1.2,Hybrid,Automatic,51710,2,3,382,42788.5
480,Ford,2015,1.1,Hybrid,Automatic,21766,4,3,178,39186.7
481,Honda,2006,2.7,Hybrid,Automatic,107416,4,3,218,37146.2
482,BMW,2023,1.3,Diesel,Manual,17780,3,4,273,48707.0
483,Hyundai,2023,3.4,Hybrid,Manual,53458,3,4,376,63671.100000000006
484,Tesla,2009,4.5,Diesel,Manual,61221,4,4,90,43359.95
485,Toyota,2023,4.5,Hybrid,Manual,6509,2,3,129,60164.55
486,Hyundai,2006,3.6,Electric,Manual,94493,3,4,90,36639.35
487,Tesla,2014,1.8,Diesel,Automatic,170418,3,2,314,43279.1
488,Ford,2006,4.5,Petrol,Manual,121850,3,3,142,39560.5
489,Hyundai,2015,4.5,Diesel,Automatic,182946,2,1,145,45324.7
490,Toyota,2022,1.8,Diesel,Automatic,162220,4,3,255,46430.0
491,Tesla,2019,3.9,Petrol,Manual,36533,3,2,147,56320.35
492,Tesla,2013,2.1,Diesel,Automatic,113144,4,4,134,31025.800000000003
493,Tesla,2023,4.2,Electric,Manual,127402,4,3,359,65814.9
494,Ford,2013,5.0,Hybrid,Manual,83467,2,4,125,49846.65
495,Hyundai,2007,1.1,Petrol,Manual,6359,2,3,328,41001.05
496,Ford,2013,4.6,Hybrid,Automatic,124119,2,2,259,54508.05
497,Honda,2018,3.5,Electric,Manual,196385,2,3,75,37587.75
498,Honda,2023,4.9,Petrol,Manual,25344,2,4,75,58700.8
499,Hyundai,2011,2.9,Hybrid,Manual,123499,2,4,260,41905.05
500,Ford,2020,4.4,Hybrid,Automatic,74778,3,2,217,59398.1
501,Toyota,2020,1.2,Electric,Manual,25601,4,3,327,49521.95
502,Tesla,2005,2.3,Hybrid,Automatic,155188,2,1,287,39378.6
503,Tesla,2008,1.3,Electric,Automatic,193057,3,3,159,21525.15
504,Hyundai,2008,4.9,Diesel,Manual,106013,4,2,381,56074.35
505,Honda,2011,4.3,Electric,Automatic,35782,2,1,79,50133.9
506,Honda,2012,4.4,Diesel,Automatic,116095,2,2,156,45364.25
507,Tesla,2021,4.8,Petrol,Manual,185891,3,3,319,62770.45
508,Hyundai,2009,1.3,Hybrid,Manual,102123,4,1,395,44318.85
509,Ford,2011,2.5,Electric,Manual,49458,2,2,220,41434.1
510,Honda,2008,1.3,Electric,Automatic,129225,4,4,182,26390.75
511,Ford,2010,1.8,Hybrid,Manual,144152,3,1,99,29414.4
512,Honda,2011,1.9,Hybrid,Automatic,170029,2,1,197,33772.55
513,Honda,2022,2.9,Petrol,Automatic,149980,4,2,147,44251.0
514,BMW,2009,2.1,Petrol,Automatic,101188,3,4,124,32855.6
515,Honda,2007,1.4,Electric,Automatic,126292,3,1,374,37450.4
516,Toyota,2011,1.7,Petrol,Automatic,95570,2,2,103,30635.5
517,Hyundai,2018,1.6,Diesel,Manual,128791,4,1,174,42227.45
518,Hyundai,2011,4.9,Petrol,Manual,183554,2,1,241,50117.3
519,Ford,2009,4.0,Petrol,Automatic,130291,2,1,91,42514.45
520,Honda,2009,4.9,Electric,Automatic,103375,4,4,356,55870.25
521,Toyota,2006,2.8,Diesel,Manual,43314,4,3,174,37694.3
522,Ford,2010,2.1,Petrol,Manual,113880,4,3,218,39456.0
523,BMW,2019,4.2,Diesel,Automatic,105326,3,4,341,59022.7
524,Ford,2014,2.3,Diesel,Automatic,151903,3,4,345,42538.85
525,Ford,2011,2.2,Diesel,Manual,126026,4,2,368,46832.7
526,Honda,2009,1.9,Hybrid,Manual,156197,3,1,241,36157.15
527,BMW,2005,1.5,Hybrid,Automatic,67451,2,4,116,28721.45
528,Ford,2017,2.0,Hybrid,Manual,50708,4,2,183,43996.6
529,Toyota,2022,2.4,Hybrid,Manual,22682,2,3,344,56442.9
530,Toyota,2017,3.7,Electric,Automatic,107406,4,3,373,58758.7
531,Hyundai,2022,1.3,Petrol,Automatic,171866,2,3,276,41724.7
532,BMW,2009,1.8,Hybrid,Automatic,64372,4,3,311,42608.4
533,BMW,2017,4.2,Electric,Manual,44477,2,2,370,66138.15
534,Hyundai,2008,1.6,Petrol,Automatic,189935,4,1,265,32592.25
535,Ford,2021,2.4,Hybrid,Manual,174809,4,2,233,47540.55
536,BMW,2007,4.5,Petrol,Automatic,138692,3,1,245,50435.4
537,Toyota,2021,1.6,Hybrid,Automatic,171129,2,3,340,48512.55
538,Toyota,2015,1.3,Electric,Manual,176210,3,4,179,33226.5
539,Honda,2008,2.9,Diesel,Manual,58024,2,4,241,41037.8
540,BMW,2006,2.2,Diesel,Automatic,145749,3,4,271,32128.550000000003
541,Ford,2020,3.3,Petrol,Automatic,180183,4,1,237,48284.85
542,Hyundai,2022,4.2,Electric,Manual,160146,3,3,171,49170.7
543,Hyundai,2012,1.5,Diesel,Automatic,22824,3,2,155,36605.8
544,Ford,2007,3.3,Hybrid,Manual,136837,4,4,211,40559.15
545,Tesla,2013,3.0,Diesel,Manual,181511,3,1,282,48392.45
546,Honda,2010,1.6,Petrol,Automatic,102151,4,4,120,31042.449999999997
547,Hyundai,2014,3.5,Petrol,Manual,53926,2,2,181,47750.7
548,BMW,2014,2.1,Electric,Manual,172932,3,3,340,42867.4
549,Honda,2017,3.0,Petrol,Manual,17975,4,2,134,48766.25
550,BMW,2021,1.3,Diesel,Automatic,79877,4,3,252,44394.15
551,Toyota,2013,2.8,Diesel,Manual,82870,3,3,79,39713.5
552,Honda,2021,2.2,Diesel,Automatic,86371,2,3,303,54516.45
553,Hyundai,2013,4.3,Diesel,Automatic,162620,3,4,367,52784.0
554,Honda,2013,1.2,Electric,Automatic,105970,4,2,313,42370.5
555,Honda,2005,2.7,Hybrid,Manual,103066,2,4,336,39716.7
556,Honda,2006,2.8,Hybrid,Manual,174808,3,2,187,32142.6
557,Tesla,2020,3.9,Electric,Automatic,66562,4,1,213,55580.9
558,Honda,2005,3.3,Petrol,Automatic,45409,3,1,270,45886.55
559,BMW,2014,3.7,Hybrid,Manual,14834,2,2,308,56709.3
560,Toyota,2022,4.1,Petrol,Automatic,107192,2,2,315,62966.4
561,Ford,2012,4.4,Hybrid,Automatic,5840,2,2,77,47426.0
562,Honda,2015,2.3,Petrol,Manual,36568,2,2,221,45506.6
563,Hyundai,2006,3.2,Electric,Automatic,15846,2,3,280,47956.7
564,Honda,2012,4.4,Diesel,Manual,141971,3,4,227,50799.45
565,Hyundai,2012,5.0,Petrol,Manual,91038,2,3,127,49005.1
566,BMW,2021,4.6,Diesel,Automatic,174845,2,4,155,48205.75
567,Hyundai,2019,2.5,Petrol,Manual,134789,4,4,124,38790.55
568,Ford,2021,1.8,Petrol,Manual,112460,2,4,270,45123.0
569,Toyota,2017,3.0,Petrol,Manual,79723,4,3,191,45832.85
570,Hyundai,2023,4.0,Petrol,Automatic,109194,4,2,177,53028.3
571,Hyundai,2009,3.0,Petrol,Automatic,116417,4,3,373,48565.15
572,Toyota,2016,2.9,Diesel,Automatic,140383,3,3,201,46029.85
573,Ford,2005,4.4,Petrol,Manual,61888,3,4,267,49116.6
574,Honda,2009,2.4,Diesel,Manual,46616,4,1,116,37772.2
575,Hyundai,2012,4.4,Electric,Automatic,188206,3,1,297,50185.7
576,Toyota,2017,2.6,Hybrid,Automatic,11083,2,3,314,53302.85
577,BMW,2012,2.3,Petrol,Manual,148670,3,4,272,40004.5
578,Toyota,2015,2.8,Hybrid,Automatic,87476,2,3,330,50283.2
579,BMW,2005,4.0,Diesel,Automatic,97416,2,3,247,46869.2
580,Ford,2017,1.5,Electric,Automatic,7580,3,2,93,39822.0
581,Honda,2023,1.8,Electric,Automatic,127834,3,4,244,42507.3
582,Toyota,2007,4.8,Electric,Automatic,117148,4,1,343,56590.6
583,Tesla,2021,1.7,Hybrid,Manual,193467,3,1,330,48179.65
584,Hyundai,2009,3.3,Diesel,Automatic,47321,3,1,355,56944.95
585,Ford,2012,3.3,Petrol,Automatic,14386,3,3,70,43739.7
586,Toyota,2018,3.0,Petrol,Manual,58171,2,4,155,43489.45
587,Hyundai,2008,3.6,Diesel,Manual,155594,2,2,138,37088.3
588,Toyota,2015,1.9,Hybrid,Manual,150707,2,1,100,35093.65
589,BMW,2019,3.2,Petrol,Manual,136743,4,4,267,51035.85
590,Toyota,2023,2.5,Diesel,Automatic,38545,4,1,160,53652.75
591,Tesla,2011,3.6,Petrol,Automatic,190151,4,2,85,35402.45
592,Toyota,2023,1.6,Electric,Automatic,31855,2,4,379,53480.25
593,Toyota,2023,3.3,Petrol,Automatic,40790,3,3,345,60679.5
594,Tesla,2015,1.7,Hybrid,Manual,56012,4,3,231,39468.4
595,Ford,2009,2.1,Diesel,Manual,122827,4,1,261,38002.65
596,Toyota,2009,1.9,Hybrid,Automatic,19260,2,1,220,41571.0
597,Tesla,2012,1.7,Diesel,Automatic,6074,4,4,182,38018.3
598,Hyundai,2014,4.3,Electric,Automatic,178748,3,2,342,57599.6
599,BMW,2010,2.1,Diesel,Automatic,145547,2,1,245,39703.65
600,BMW,2019,4.7,Petrol,Manual,151192,2,4,218,55040.4
601,Toyota,2020,4.9,Petrol,Automatic,159219,3,2,247,60238.05
602,Ford,2021,3.3,Electric,Manual,6986,3,1,292,62639.7
603,Ford,2012,1.6,Diesel,Manual,168502,3,1,328,37623.9
604,Hyundai,2012,2.5,Electric,Manual,60479,4,4,342,45690.05
605,Toyota,2013,4.2,Petrol,Manual,135833,3,1,258,52299.35
606,BMW,2006,2.5,Hybrid,Automatic,7176,2,3,375,48469.2
607,Ford,2019,1.3,Electric,Automatic,89258,3,2,159,38805.1
608,Toyota,2022,3.2,Hybrid,Automatic,120188,2,2,331,56977.6
609,Ford,2007,4.4,Hybrid,Automatic,89153,2,3,225,49063.35
610,Tesla,2021,4.2,Diesel,Manual,197990,4,4,269,51515.5
611,Ford,2008,1.7,Electric,Manual,163187,3,3,124,27938.65
612,BMW,2008,3.7,Hybrid,Manual,82442,4,3,323,49176.9
613,Honda,2018,1.9,Hybrid,Automatic,45002,3,2,242,45163.9
614,Hyundai,2013,1.9,Diesel,Manual,62124,3,4,269,41511.8
615,Hyundai,2013,4.5,Diesel,Manual,142682,3,1,171,47419.9
616,BMW,2022,2.0,Petrol,Manual,54752,3,3,354,57420.4
617,Ford,2014,2.1,Hybrid,Manual,83947,3,3,220,43160.65
618,Toyota,2008,1.0,Petrol,Automatic,123972,2,4,180,26557.4
619,Ford,2016,4.5,Hybrid,Manual,79716,2,3,335,60480.2
620,BMW,2012,4.2,Petrol,Manual,184065,3,4,160,44007.75
621,Hyundai,2006,3.5,Diesel,Automatic,15073,2,1,246,47780.35
622,Ford,2017,4.0,Electric,Automatic,42251,4,4,300,60952.45
623,Hyundai,2020,1.6,Diesel,Automatic,101496,4,1,98,36028.2
624,Toyota,2006,2.8,Petrol,Manual,43897,4,4,370,49777.15
625,Hyundai,2015,2.4,Petrol,Manual,186978,3,3,264,37919.1
626,Hyundai,2014,1.4,Electric,Manual,56616,3,1,376,46684.2
627,Honda,2019,2.9,Hybrid,Manual,9482,2,3,308,58188.9
628,Honda,2021,4.7,Petrol,Automatic,112990,2,1,336,67906.5
629,Tesla,2012,1.2,Petrol,Manual,175646,2,4,283,31431.699999999997
630,Honda,2022,2.2,Petrol,Manual,48284,4,4,151,47885.8
631,Hyundai,2013,1.8,Electric,Automatic,77932,4,4,197,36005.4
632,BMW,2012,2.0,Diesel,Automatic,12338,4,2,331,47239.1
633,Hyundai,2018,4.6,Petrol,Automatic,178790,4,2,136,47885.5
634,BMW,2022,2.9,Electric,Manual,148572,2,1,131,47973.4
635,BMW,2016,2.9,Petrol,Manual,147617,3,2,202,44804.15
636,Honda,2023,4.0,Hybrid,Manual,66480,3,4,206,55721.0
637,Ford,2018,1.6,Electric,Manual,141313,4,2,97,31527.35
638,Toyota,2021,2.9,Petrol,Manual,158893,3,2,280,52141.35
639,Honda,2007,2.7,Electric,Automatic,9695,3,3,274,42850.25
640,Honda,2011,3.4,Petrol,Automatic,19318,3,1,322,53288.1
641,Ford,2021,5.0,Diesel,Manual,55934,4,1,107,59895.3
642,Toyota,2016,4.1,Petrol,Manual,158403,2,1,112,48002.85
643,Hyundai,2013,2.6,Electric,Manual,126282,2,2,186,38367.9
644,Tesla,2019,4.3,Hybrid,Manual,188744,3,4,259,50557.8
645,Tesla,2022,1.7,Hybrid,Manual,96891,2,3,115,42696.45
646,Hyundai,2017,1.1,Hybrid,Automatic,73754,2,1,235,42171.3
647,Honda,2012,1.8,Petrol,Automatic,90677,4,2,374,44292.15
648,Toyota,2018,2.4,Diesel,Automatic,107320,4,4,272,44564.0
649,Honda,2012,3.0,Petrol,Manual,138909,3,3,302,45510.55
650,BMW,2018,3.5,Hybrid,Manual,130261,3,3,314,53368.95
651,Honda,2011,4.6,Electric,Automatic,110338,3,1,278,54129.1
652,Honda,2016,3.0,Hybrid,Automatic,45077,4,1,317,57323.15
653,Hyundai,2015,3.0,Electric,Manual,84915,2,4,364,55336.25
654,Hyundai,2015,1.2,Diesel,Automatic,140311,4,2,396,44325.45
655,Hyundai,2017,1.1,Electric,Automatic,34669,4,4,227,39632.55
656,Tesla,2022,3.2,Petrol,Manual,53624,2,1,70,49778.8
657,BMW,2006,2.8,Petrol,Automatic,80147,2,4,286,39685.65
658,Hyundai,2019,4.4,Petrol,Automatic,140222,3,2,318,60013.9
659,Toyota,2022,1.6,Electric,Automatic,147181,2,3,138,38765.95
660,Tesla,2019,1.1,Petrol,Manual,162088,2,3,99,33014.6
661,Ford,2023,2.8,Petrol,Automatic,148008,2,3,184,45422.6
662,Toyota,2016,1.9,Petrol,Automatic,147108,2,3,77,30753.6
663,Toyota,2017,1.2,Diesel,Automatic,175308,3,1,344,40999.6
664,Hyundai,2015,3.9,Electric,Manual,150093,3,1,384,60254.35
665,Ford,2009,1.4,Electric,Manual,41943,2,2,105,33344.85
666,Ford,2005,3.4,Hybrid,Automatic,118694,2,2,380,50519.3
667,Tesla,2007,2.1,Electric,Manual,186088,3,2,113,27123.6
668,Ford,2023,1.7,Diesel,Automatic,159316,3,2,224,45446.2
669,BMW,2011,2.5,Electric,Manual,199099,2,4,146,28267.050000000003
670,Hyundai,2016,4.2,Diesel,Manual,128351,4,2,147,50180.45
671,Ford,2019,2.6,Diesel,Automatic,43985,3,3,170,49287.75
672,Tesla,2009,4.0,Electric,Automatic,137574,3,3,99,39997.3
673,BMW,2019,1.5,Hybrid,Automatic,58836,3,3,108,37530.2
674,Honda,2012,4.1,Petrol,Manual,104714,2,4,308,52212.3
675,Honda,2014,1.9,Petrol,Automatic,8770,2,2,82,38660.5
676,BMW,2020,3.7,Electric,Manual,47865,3,3,191,52824.75
677,Tesla,2012,3.3,Electric,Manual,58811,2,3,213,48558.45
678,BMW,2005,4.7,Diesel,Automatic,9001,2,3,241,49490.95
679,Hyundai,2016,2.5,Electric,Manual,65848,3,3,316,51616.6
680,Hyundai,2009,1.3,Diesel,Automatic,57635,2,1,316,41025.25
681,Honda,2007,1.1,Hybrid,Manual,25946,4,2,114,31366.7
682,Ford,2005,4.3,Electric,Automatic,100852,2,2,322,52449.4
683,Tesla,2008,3.1,Petrol,Manual,96103,2,4,360,49121.85
684,Honda,2012,4.1,Petrol,Manual,48744,3,1,276,57722.8
685,Ford,2007,1.9,Electric,Automatic,122729,3,4,76,26591.55
686,Ford,2014,2.4,Diesel,Manual,175231,4,3,311,40568.45
687,Hyundai,2006,1.1,Petrol,Automatic,28671,2,4,179,27636.449999999997
688,Toyota,2015,4.8,Diesel,Manual,152522,4,3,183,48770.9
689,Toyota,2014,3.7,Electric,Manual,150980,4,3,376,51074.0
690,BMW,2018,4.7,Electric,Manual,193347,3,2,371,62221.65
691,Hyundai,2011,2.1,Petrol,Automatic,180430,2,2,345,40402.5
692,Ford,2006,3.4,Electric,Automatic,185119,3,2,165,32317.050000000003
693,Tesla,2013,3.7,Hybrid,Automatic,171590,4,2,363,52593.5
694,Toyota,2020,2.3,Hybrid,Automatic,62813,4,2,258,52483.35
695,Ford,2017,4.4,Petrol,Automatic,101748,3,1,357,65616.6
696,Toyota,2013,4.8,Hybrid,Manual,142878,3,2,223,52604.1
697,Toyota,2008,4.5,Diesel,Manual,109733,3,4,127,41548.35
698,Toyota,2014,4.0,Petrol,Automatic,176963,3,3,119,40419.85
699,Tesla,2016,2.1,Petrol,Manual,131865,3,2,276,42716.75
700,Hyundai,2021,2.1,Diesel,Manual,88551,4,1,121,41948.45
701,Tesla,2018,4.9,Hybrid,Manual,134335,3,4,219,57537.25
702,Honda,2018,1.0,Hybrid,Manual,44220,2,4,122,36406.0
703,Ford,2006,3.9,Hybrid,Automatic,22158,4,3,282,51553.1
704,Hyundai,2015,3.8,Petrol,Manual,85992,4,4,135,47879.4
705,Hyundai,2020,3.5,Petrol,Automatic,163660,2,4,301,54963.0
706,Hyundai,2023,5.0,Hybrid,Automatic,67576,2,4,368,67918.2
707,Hyundai,2010,2.2,Electric,Manual,93027,4,4,220,38877.65
708,Tesla,2023,2.4,Hybrid,Automatic,160260,3,1,274,50892.0
709,Hyundai,2009,1.3,Diesel,Manual,63830,4,3,389,44890.5
710,BMW,2008,2.8,Petrol,Manual,140091,4,2,324,42288.45
711,Ford,2019,2.0,Diesel,Manual,17419,2,4,206,48387.05
712,Hyundai,2008,2.4,Diesel,Automatic,38697,4,1,204,39389.15
713,Ford,2014,4.3,Petrol,Automatic,89932,3,3,123,44728.4
714,BMW,2007,4.7,Electric,Automatic,124712,2,2,134,44962.4
715,BMW,2009,1.7,Hybrid,Manual,100428,4,3,71,26680.6
716,Ford,2010,2.5,Diesel,Manual,144045,4,1,201,39206.75
717,Toyota,2012,4.7,Petrol,Manual,91649,3,1,101,47253.55
718,Honda,2011,1.2,Diesel,Automatic,127649,4,1,312,40820.55
719,Toyota,2014,1.4,Hybrid,Manual,16136,4,4,261,44455.2
720,Toyota,2010,1.7,Electric,Manual,89739,4,1,211,34819.05
721,Tesla,2018,3.4,Electric,Automatic,67502,4,2,217,54368.9
722,Toyota,2008,1.6,Electric,Automatic,167357,3,4,158,26532.15
723,Hyundai,2017,4.9,Petrol,Automatic,28039,4,3,118,52648.05
724,Tesla,2021,2.8,Petrol,Manual,71720,4,2,205,49058.0
725,Tesla,2011,3.0,Electric,Manual,128168,4,4,260,44304.6
726,BMW,2008,2.0,Hybrid,Manual,93263,2,1,218,39367.85
727,Toyota,2018,2.9,Hybrid,Automatic,64155,3,3,156,47365.25
728,BMW,2007,3.6,Petrol,Automatic,21911,2,1,77,41790.45
729,Ford,2009,4.0,Electric,Automatic,5916,2,2,292,53576.2
730,Honda,2020,4.0,Hybrid,Automatic,64052,3,2,85,53795.4
731,Tesla,2008,3.3,Hybrid,Manual,22790,2,4,365,54247.5
732,Ford,2006,4.6,Hybrid,Manual,141278,2,2,175,41962.1
733,Ford,2022,4.3,Petrol,Manual,126937,2,3,352,65223.149999999994
734,Hyundai,2023,4.0,Electric,Manual,90053,3,4,173,54567.35
735,Honda,2023,1.2,Diesel,Manual,54950,4,3,215,44066.5
736,Ford,2021,1.0,Electric,Manual,121211,3,1,104,37431.45
737,Ford,2018,1.8,Electric,Manual,61361,3,3,182,42161.95
738,Honda,2023,3.7,Petrol,Manual,66451,3,3,377,63822.45
739,Honda,2017,2.6,Hybrid,Automatic,42696,2,2,122,45462.2
740,Ford,2016,2.6,Hybrid,Automatic,107395,4,1,150,45146.25
741,Honda,2010,4.5,Petrol,Manual,129121,3,2,173,48317.95
742,Ford,2008,4.6,Petrol,Automatic,51728,3,1,391,63143.6
743,Ford,2023,4.6,Petrol,Manual,60401,4,1,311,69974.95
744,Hyundai,2020,2.3,Petrol,Manual,30103,4,3,100,43654.85
745,Toyota,2017,3.8,Petrol,Automatic,170335,4,2,386,56616.25
